Dataset,Corruption,Severity,loss,accuracy,f1 score,precision,recall
BTSD,gaussian_noise,1,3.0970995461049284,0.8820047355958959,0.6601813778518552,0.6868722578793366,0.673115265682849
BTSD,gaussian_noise,2,3.543658421372652,0.8674033149171271,0.6554572750142584,0.6837840693962846,0.6673064633997279
BTSD,gaussian_noise,3,4.66639996101843,0.7813733228097869,0.5891671732646229,0.6061476242677157,0.6160398692323845
BTSD,gaussian_noise,4,4.098742740871216,0.8429360694554064,0.6303529658383493,0.6392351249918887,0.6546280474883165
BTSD,gaussian_noise,5,4.127369335907693,0.8251775848460932,0.5945684797412796,0.620449648845378,0.6116967535325275
BTSD,shot_noise,1,3.598095168042766,0.8677979479084451,0.6743654821743623,0.6881446897951802,0.6899051366822875
BTSD,shot_noise,2,3.6602135375557405,0.8599052880820837,0.67140749071231,0.6793094081753759,0.6873454996083185
BTSD,shot_noise,3,3.8638915001358116,0.8413575374901342,0.6088850782106846,0.619959577540229,0.628380647052487
BTSD,shot_noise,4,3.7401956142423987,0.861878453038674,0.6748329934650465,0.6989145982967735,0.6868801820572485
BTSD,shot_noise,5,5.1647042722897725,0.7809786898184689,0.5608784728160164,0.5906069822523305,0.5781964087826703
BTSD,impulse_noise,1,3.2149262420756664,0.89344909234412,0.7143596593302722,0.738490742618417,0.7231300494808792
BTSD,impulse_noise,2,3.445029676978233,0.8800315706393055,0.6907127691021211,0.7108168692813536,0.7044895271188633
BTSD,impulse_noise,3,6.652918260870906,0.6554853985793212,0.424328385396113,0.47890180052279896,0.43896437032942637
BTSD,impulse_noise,4,2.9136661563029453,0.8918705603788477,0.7226202904482495,0.7392607166942662,0.7382242610317598
BTSD,impulse_noise,5,3.7676182545915586,0.8579321231254933,0.6777406948615115,0.7035419277194613,0.685287299059991
BTSD,defocus_blur,1,4.280868659032643,0.8042620363062352,0.5704656308636422,0.5882828696392877,0.6028554313701225
BTSD,defocus_blur,2,3.3999540565892667,0.8749013417521705,0.661386687913256,0.6696732700787363,0.6789182324715614
BTSD,defocus_blur,3,3.5219120810421414,0.8599052880820837,0.6632308184013733,0.6831421773386188,0.6790675981851593
BTSD,defocus_blur,4,3.5410093487129655,0.8725335438042621,0.6861906351218984,0.704411772529722,0.70250274224118
BTSD,defocus_blur,5,5.085476363467342,0.7857142857142857,0.5591429962288835,0.5952707101097842,0.5705359485614028
BTSD,glass_blur,1,3.2778917037085837,0.8942383583267561,0.7423699237993049,0.7689418568043838,0.7471229703110652
BTSD,glass_blur,2,4.908456829935901,0.7849250197316495,0.5745631854455931,0.6199212425110964,0.5873148003363444
BTSD,glass_blur,3,3.6821127005139016,0.8808208366219415,0.6534073903332519,0.6703788420158971,0.664900390371644
BTSD,glass_blur,4,3.9656380359921384,0.8681925808997633,0.6734032058637412,0.6926055349130829,0.6909346822207947
BTSD,glass_blur,5,3.415430317549792,0.8741120757695343,0.6755045417256467,0.6948282546537434,0.6980388392528863
