train loss,train accuracy,train f1,train precision,train recall,test loss,test accuracy,test f1,test precision,test recall
0.05015673100786706,0.995132833096735,0.9932611463315683,0.9962809837256393,0.9914374520411092,0.07164623731175485,0.9764801297648013,0.9794146030241708,0.9850769178943924,0.976135649012623
0.04963311390311523,0.9874264854998986,0.9781805789235455,0.9706537184780323,0.9879535516881599,0.17232515983612468,0.9570154095701541,0.9204429925712554,0.9145430354749394,0.9399779735481438
0.1565742696522247,0.9922936524031637,0.9859924018483711,0.9847624074907319,0.9873239334460169,0.10481849897106005,0.9748580697485807,0.974642351655426,0.9704243821657697,0.9844573169711739
0.006641972951163789,0.9971608193064287,0.9970712066407899,0.9963867587364125,0.9978313936899794,0.06459983135781282,0.9837793998377939,0.9652183097999724,0.9623547126683674,0.9707246157645253
0.004737590385545329,0.9977692151693368,0.998051170239791,0.9975919303715264,0.9985372667593353,0.039527190833323046,0.9878345498783455,0.9878759274054411,0.9921497849190453,0.985003922096654
0.037673505063048854,0.9953356317177043,0.991011706920843,0.9941764476165512,0.9890904308246463,0.05533700626092719,0.9764801297648013,0.9616114127056505,0.9656268418446079,0.9606726260706556
0.0028148182712997476,0.9985804096532144,0.9990252912247802,0.998655605578933,0.9994121998998999,0.03705152410992645,0.9894566098945661,0.9730746220208377,0.977039189193931,0.9706615406122794
0.0013659144395853427,0.9995944027580612,0.9997664759792607,0.999697519661222,0.999838865613922,0.029836419552099338,0.9894566098945661,0.9750608127134444,0.9751812398764088,0.975667694374591
0.001259552522086631,0.9991888055161224,0.9995021473399206,0.9993140938796724,0.9996960890063236,0.029147357620893308,0.9894566098945661,0.971651223301158,0.9720548112570504,0.9731230887636698
0.0005918874652476877,0.9997972013790306,0.9998829937100147,0.9998474214220323,0.999919432806961,0.039560132138415964,0.9910786699107867,0.992560909668975,0.9928040650731813,0.9928334173948209
0.0013568906113330223,0.9991888055161224,0.9990263073150774,0.9985018326749938,0.9995869412367441,0.03554796048501221,0.9902676399026764,0.9893187016311993,0.9880447753514856,0.9916359098466541
0.0011225254420920612,0.9997972013790306,0.9994359884679785,0.9989858012170385,0.9999171087533156,0.031070013872484037,0.9886455798864558,0.9756568351373128,0.9757152202063892,0.9761488734764597
0.022408492457341996,0.9947272358547962,0.9928095331241426,0.9908961024651215,0.9954591566393345,0.6367868413092737,0.9213300892133008,0.8894607322011134,0.9111172834732061,0.889255137743969
0.12397684641367517,0.9712025958223484,0.9653449725141148,0.9610188052993445,0.9703719105729873,0.22721096687774203,0.9424168694241687,0.9490060656166881,0.9564012979740487,0.9477776336360092
0.032777876871642964,0.9882376799837761,0.98699216205401,0.9836952640565906,0.9908481437882759,0.13037549945716922,0.9732360097323601,0.9582069740355246,0.9626382852705122,0.9579111529885054
0.004898211440337583,0.9977692151693368,0.998149887838333,0.997877389312096,0.9984454503779069,0.13881035807745687,0.9829683698296837,0.9672176750349671,0.9679213239570401,0.9690422847598206
0.0020394416854382915,0.9989860068951532,0.9994963558516393,0.9994151589519319,0.9995813240920126,0.06339339759228758,0.9870235198702352,0.972489328763429,0.9709231432131038,0.974879712125942
0.0017400066769865713,0.9993916041370918,0.9996489811300439,0.999613897401293,0.9996849247272226,0.05544206040736895,0.9886455798864558,0.9743304006184321,0.9754309390155421,0.9739172545207029
0.0009863432863667907,0.9993916041370918,0.9996597898562696,0.9995502248875563,0.9997761696891571,0.11442663732067125,0.9789132197891321,0.9598480392694801,0.9662845924952363,0.9601471061323279
0.001675965906802194,0.9993916041370918,0.9995832624470977,0.9995172539054608,0.9996528235339996,0.13296995234025366,0.986212489862125,0.9696961340299658,0.9718053413827505,0.9707214054388452
0.0008021655520112845,0.9995944027580612,0.9997181639428413,0.9996494786662397,0.9997878634212305,0.04520234736233998,0.9878345498783455,0.9920315626770543,0.9942019161645693,0.9903017024977004
0.002525109176568667,0.9993916041370918,0.9991917172295508,0.9986858255732125,0.9997246475213843,0.11357719210654026,0.981346309813463,0.9636768959837128,0.9673675905444207,0.963983860328544
0.018071302088730815,0.9975664165483674,0.9976636721910335,0.9975484671813315,0.9977922710902334,0.0808381321288597,0.9829683698296837,0.9871631479054798,0.9860699408063109,0.9896213301629015
0.028359494531019703,0.9945244372338268,0.9886293902179366,0.9839223829736334,0.9946353915466118,0.11165660539982253,0.9610705596107056,0.945396633470313,0.9434575788082289,0.9533617989895596
0.019202951275942636,0.9924964510241331,0.9929793848782088,0.9912041798665766,0.9950515741711596,0.19509010570424412,0.9578264395782644,0.9329882394358235,0.9312384250716994,0.9575320864667766
0.07880378371307445,0.9803285337659704,0.968026767130232,0.9614268199323888,0.9841474060791133,0.1404865033870196,0.9667477696674777,0.9621182291587355,0.9579940525909538,0.9771366192845558
0.22116778296203363,0.9612654633948489,0.9473717895993718,0.9388781001474237,0.9592037536393704,0.13145890100371918,0.9537712895377128,0.9299951786945115,0.9222612301974338,0.9514986886768305
0.04757096527567006,0.9880348813628067,0.9805693842235048,0.974416483589944,0.9888049404844279,0.14506820672541398,0.975669099756691,0.9490403845465644,0.9446224838839453,0.9626107493252448
0.01313085641947284,0.9965524234435206,0.9945942722131511,0.9925408241086808,0.9969550565163655,0.10435457983703711,0.9821573398215734,0.9767318148847973,0.9838785270551353,0.9738696760980367
0.0146832859388277,0.9939160413709187,0.9856223604175851,0.9793433695492366,0.9942452294953427,0.11332219920218571,0.9781021897810219,0.9562747868800392,0.9513123955227573,0.9668088180353753
0.0030667262108403396,0.998377611032245,0.9976090204312423,0.9961018493802595,0.999331493037584,0.05723386667063611,0.9845904298459043,0.9874146263078736,0.9851014136397361,0.9907031267056329
0.002772085106716503,0.998377611032245,0.9959812180046483,0.9934703568347228,0.9991489388795578,0.04811578963668707,0.9878345498783455,0.9867066084516599,0.9829643166990152,0.991540996017696
0.0015596408905659556,0.9993916041370918,0.9972341793048785,0.9953871748336358,0.9997009345794392,0.06705253150930443,0.9845904298459043,0.9851795224948195,0.9831959213737586,0.989596034506294
0.0023787294472049168,0.9987832082741838,0.9993526293655701,0.9992754818983007,0.9994329846930683,0.05809086361500685,0.9894566098945661,0.9914875202852719,0.9905129326979314,0.993084582310364
0.0027531535649487106,0.9989860068951532,0.9986473133783547,0.998291971655919,0.9990405566051647,0.04761880162757495,0.986212489862125,0.9865830266640194,0.9837358059463269,0.9916830014880702
0.0018582504231391284,0.9991888055161224,0.999628515902512,0.9995525562577563,0.9997084984561198,0.07488966973917484,0.9829683698296837,0.9825991921516531,0.9793580581831751,0.9882286182844524
0.0008753779508324609,0.9993916041370918,0.9996998267286078,0.9996332097409762,0.9997683195523994,0.04380043978455502,0.991889699918897,0.9931310004516133,0.9918227881485383,0.9951780590700707
0.04689236897202842,0.9941188399918881,0.9830543969768846,0.9785863381637625,0.9912049073826807,0.13771053163722968,0.9586374695863747,0.9382300510861675,0.9351253423919668,0.9509120016864161
0.014476930315376354,0.9920908537821943,0.9866832235171727,0.9816198155080496,0.9947022982555553,0.15374763381478318,0.9708029197080292,0.9722713035086415,0.9674911873453543,0.9800475479596086
0.01175485405619735,0.99675522206449,0.9935740735215876,0.9907465013412721,0.9972535122362873,0.2264745711121502,0.9764801297648013,0.9630467898387993,0.9597483178982172,0.9694548424105702
0.0024703232376429487,0.9985804096532144,0.9991872720116238,0.9990612082123785,0.9993273025793603,0.06161812226067464,0.9837793998377939,0.9838759538303155,0.9802270644027136,0.9900134743074829
0.0020133880996325167,0.9991888055161224,0.999559001664922,0.9995077560524603,0.9996146202599634,0.04394206210868153,0.9878345498783455,0.9928133666201229,0.9931761902807759,0.992888480355519
0.003035551736177209,0.9991888055161224,0.9971658043901683,0.9953576089841869,0.9995918119255763,0.07222616502590098,0.9878345498783455,0.9902500653373508,0.988640252999188,0.9930115006684337
0.0012238277627772021,0.9991888055161224,0.9982747372675284,0.9970835745110503,0.9996590572292594,0.057077822720632714,0.9886455798864558,0.990517305359058,0.9883982784585764,0.9936387159325317
0.0008796200229289976,0.9995944027580612,0.9997699806439384,0.9997105850782995,0.9998310154771644,0.06921054882219096,0.9878345498783455,0.982529612630967,0.9777998287280213,0.9916958387011426
0.0007092297886243013,0.9997972013790306,0.999823695821321,0.9998326079678608,0.9998165810711666,0.1302357420660646,0.9910786699107867,0.9747295170838135,0.9735808639455106,0.9766995610732861
0.0008823898270913848,0.9997972013790306,0.9997378833292487,0.9998915636521362,0.9995894909688012,0.05842725720836472,0.9910786699107867,0.9934804527833542,0.9930708990558512,0.9944612733209224
0.0006899499408742333,0.9997972013790306,0.9997424257059145,0.9995990376904571,0.999890877346137,0.057196684402160435,0.9894566098945661,0.9914817167297322,0.9904014915411308,0.9934938907603316
0.0010535264365605275,0.9997972013790306,0.9974073113819031,0.9956896551724138,0.9997426659804426,0.0641011698128891,0.9878345498783455,0.9897681638547567,0.9890249655321092,0.9914202395811499
0.0012410983581273574,0.9993916041370918,0.99963850735748,0.9995404343936817,0.9997397640915756,0.06456526186897299,0.9886455798864558,0.9905123816682779,0.988253475111759,0.9938696631880314
0.001022146166029357,0.9995944027580612,0.9995017786028783,0.9992316578752343,0.9997844490787893,0.06330915741865664,0.986212489862125,0.9905397452147501,0.98937847583611,0.9924625468515273
0.00044085446267543965,0.9995944027580612,0.9997945938752837,0.99974164608884,0.9998488867454385,0.09235221010270066,0.9910786699107867,0.9920213014263661,0.9933137249470914,0.9912754702002788
0.00039505448944597744,1.0,1.0,1.0,1.0,0.048497453994502046,0.9902676399026764,0.9927390405074527,0.9907918435151203,0.9954408554408554
0.0005976491156544315,0.9993916041370918,0.999247082850774,0.9988327738785474,0.9996849247272226,0.059765818786302834,0.9886455798864558,0.9923107109321644,0.9919716703013217,0.9933570429939259
0.0004079132642717318,1.0,1.0,1.0,1.0,0.11133456546986975,0.9902676399026764,0.9758148524042932,0.9753742687711372,0.976574081260798
0.00012569976998692215,1.0,1.0,1.0,1.0,0.05743162483116532,0.9902676399026764,0.9936501947889413,0.9946567108108985,0.993013526860936
0.00034515315822895707,1.0,1.0,1.0,1.0,0.05095327468304283,0.9894566098945661,0.9920572067055919,0.9921078310476962,0.9924950650389247
0.00031383419821191924,1.0,1.0,1.0,1.0,0.046061999978998173,0.9902676399026764,0.9763693489494409,0.9764158822623884,0.9768985835365146
0.00015946899988030714,1.0,1.0,1.0,1.0,0.035511686296878155,0.9894566098945661,0.992193157126393,0.9915444592649613,0.9935717405770444
0.00017987673220323683,1.0,1.0,1.0,1.0,0.08152727452485148,0.9886455798864558,0.9737327123371206,0.9727384873710769,0.9755799497659963
0.00010419119203463574,1.0,1.0,1.0,1.0,0.051396136373789064,0.9886455798864558,0.9913075006951814,0.9904272031175809,0.9932178510248685
