epoch,train_loss,train_acc,test_loss,test_acc,test_f1
1,0.676114403922783,0.8136142212247188,0.26618592946695036,0.9249406175771971,0.8864575947888896
2,0.07866829324518139,0.9802596342676426,0.1437336335833216,0.9627870150435471,0.940346984086871
3,0.042902179941504213,0.9886760692698106,0.1406955828074652,0.9581947743467933,0.9341854005347088
4,0.03079475672181997,0.9920426432706777,0.1572447998332699,0.9598574821852731,0.9379454964131301
5,0.022770848546249167,0.9938024433165855,0.11457346910938933,0.9714172604908947,0.9512212726041159
6,0.017822746119634327,0.9954347216200362,0.11686994794841711,0.9673000791765637,0.9456643204528915
7,0.02010728267051572,0.9937004259226198,0.0994353040229892,0.972209026128266,0.9577541350334096
8,0.016023611217902897,0.9953327042260706,0.12680728808989244,0.9643705463182898,0.9368947088849655
9,0.017163029838081552,0.9946185824683108,0.10577386800769012,0.9729216152019002,0.9579589065285973
10,0.013715620483219641,0.9956387564079675,0.10657456272966741,0.97458432304038,0.963143229338929
11,0.014116069098115606,0.9953071998775791,0.10268460641528818,0.9711797307996833,0.957331655066006
12,0.009200692021710255,0.9974495651508583,0.113246453528072,0.9723673792557403,0.9546360369809225
13,0.007124572258839492,0.997806626029738,0.07781947284821872,0.9808392715756136,0.9703868980797015
14,0.008742935853435016,0.9972200260144355,0.0916335348376115,0.9786223277909739,0.9705146122165369
15,0.006342018817663619,0.9982401999540922,0.08677840248776728,0.9771971496437054,0.9669966772427093
16,0.00825360425805092,0.997373052105384,0.12359902813561668,0.9690419635787807,0.9587953676123632
17,0.007709462615393891,0.997806626029738,0.06893738545977086,0.9825019794140935,0.9724793042538052
18,0.0020997333752813007,0.9993623912877145,0.06633137290848799,0.9829770387965162,0.9728340949152777
19,0.0030116235997947344,0.9989543217118518,0.0812255506545323,0.979334916864608,0.9647119681504981
20,0.0030727384073292847,0.999081843454309,0.08021777629467378,0.9825019794140935,0.9699304625503028
21,0.004899089044988376,0.9983422173480578,0.0999960094049716,0.9762470308788599,0.9659830326674459
22,0.004391999594816512,0.9986482695299549,0.1061437507175493,0.9786223277909739,0.9671839088522151
23,0.0031065393805792363,0.9990308347573261,0.07760576619476306,0.9827395091053048,0.9742289874855022
24,0.001568116506650514,0.9995409217271545,0.0779936066817976,0.9830562153602533,0.9764603107072847
25,0.003606446821413187,0.9988523043178862,0.08491601839835622,0.9800475059382423,0.9685202017906049
26,0.002917065544169836,0.9991583564997832,0.08333172097784465,0.9787806809184482,0.9667046723030986
27,0.0015892760445616763,0.9995409217271545,0.08038968848313664,0.9805225653206651,0.9688315963516311
28,0.002583147569943193,0.9992093651967661,0.11985013266923433,0.97513855898654,0.9620268855309269
29,0.0022821085506935946,0.999387895636206,0.0761576233549126,0.9832937450514647,0.9717134085336682
30,0.0008261666204008732,0.9997194521665944,0.07786895811610493,0.9825019794140935,0.9707191905984696
31,0.0007602246499814752,0.9997704608635772,0.0797890062286851,0.9817102137767221,0.9717736437251977
32,0.000934083522752393,0.9998469739090515,0.08155018716979331,0.9797307996832938,0.967850907576738
33,0.0003079691623757202,0.9998979826060344,0.07712311027358061,0.9802850356294537,0.9687091898653549
34,0.00010250979166202324,1.0,0.07436378445781308,0.982185273159145,0.9713358713219795
35,5.881914771079017e-05,1.0,0.07304447834583998,0.982818685669042,0.9717623627797344
36,7.150847781284472e-05,1.0,0.0739215969850573,0.9830562153602533,0.9715947304150411
37,0.00014383887310000836,0.9999489913030172,0.06825029742406273,0.9843230403800475,0.9735718275237498
38,0.0005928226435338639,0.9997704608635772,0.07537929209469957,0.9827395091053048,0.970923186307915
39,0.00024244998985056883,0.9999234869545257,0.0736617873607889,0.9832937450514647,0.9719868924628278
40,0.0003419795310368405,0.9998469739090515,0.07230237341078516,0.9841646872525732,0.9743407606854327
41,0.00010392597394222643,1.0,0.07097247288704558,0.9836896278701505,0.9748659265696046
42,0.0001638902136960789,0.9999744956515085,0.06788176110313426,0.9846397466349961,0.9754021610438923
43,7.989979753453833e-05,0.9999744956515085,0.0671690823346601,0.9847980997624703,0.9768741858402319
44,7.772458448277274e-05,1.0,0.06650391078995847,0.9848772763262075,0.9753983579601081
45,3.6967485073675915e-05,1.0,0.06717570541590355,0.9848772763262075,0.9751505598013
46,0.00010285274981666539,0.9999744956515085,0.06932986176212128,0.9847189231987332,0.9749951431563577
47,5.8894986361818146e-05,1.0,0.06892043674926461,0.9850356294536817,0.9748952321924685
48,3.210394733152543e-05,1.0,0.06913698412365808,0.9848772763262075,0.974683249508038
49,3.3269324625313666e-05,1.0,0.06937283762654671,0.9848772763262075,0.9746225274946743
50,2.559548922114849e-05,1.0,0.06865495441456544,0.9847189231987332,0.9746548358330376
